,E,I,J,L,input,nthreads,low,high,st,pkg0,pkg1,pp00,pp01,dram0,dram1,time
194,1,1,1,1,25,24,1800000,2300000,0 10234101760,1921.195680,1859.864516,1335.165787,1288.841554,291.096970,236.370315,38.528094
195,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1633.734420,1576.454421,1033.940582,991.013337,278.429945,229.205670,39.783235
196,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1662.791286,1609.975555,1067.217750,1029.616318,277.731246,221.858091,39.503717
197,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1730.592197,1669.386505,1128.905976,1081.864519,293.597474,240.082684,39.799883
198,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1723.004081,1670.121719,1084.600339,1047.145141,307.024933,247.453903,42.274430
199,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1886.693088,1816.613069,1268.241028,1212.299407,289.747864,240.787349,40.976250
200,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1756.675036,1692.459653,1157.254741,1107.251693,282.716662,230.668548,39.689478
201,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1707.430676,1644.701386,1135.909045,1086.603027,264.779264,218.830875,37.907119
202,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1663.266066,1610.738851,1106.118773,1066.464963,264.255947,218.266725,36.875483
203,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1856.875369,1783.498015,1221.749113,1163.992565,292.351882,235.315069,42.139875
204,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1645.390455,1594.749264,1010.993043,975.036377,293.223221,241.823977,42.123756
205,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1872.617856,1802.564070,1275.750150,1219.454419,288.864868,236.220962,39.459265
206,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1815.842498,1770.316118,1207.495788,1154.658324,235.702450,306.622692,40.928294
207,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1814.841185,1748.677854,1227.620985,1176.441653,286.119277,230.202664,38.695552
208,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1709.199766,1651.038937,1107.666551,1063.118044,278.267916,226.981113,39.943200
209,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1772.093259,1713.070330,1149.158185,1104.713713,298.125898,244.972762,41.216941
210,1,1,1,1,25,24,1800000,2300000,0 10234101760,1855.688082,1782.895604,1290.914092,1232.298433,274.441481,222.174947,37.249301
211,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1899.054015,1831.676226,1291.061816,1238.855849,290.878979,234.926145,40.162496
212,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1838.792280,1754.134874,1241.845642,1171.630324,279.672166,228.851257,39.498638
213,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1845.960159,1766.470974,1239.303054,1174.841338,290.604980,237.241870,40.062357
214,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1819.054611,1762.498443,1241.815215,1178.672608,226.200928,291.268450,38.718384
215,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1719.777284,1664.015532,1087.998474,1047.762570,288.627881,230.424927,41.953523
216,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1698.659484,1657.267195,1115.368105,1066.486882,217.870867,284.537781,39.391027
217,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1820.080433,1757.341306,1203.438751,1134.282226,234.604357,297.577290,41.549665
218,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1877.714020,1812.511781,1206.686184,1158.133666,303.965653,241.278915,44.617921
219,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1607.938887,1558.458115,1008.760359,973.084180,274.136822,224.368848,39.825128
220,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1593.030257,1562.911211,1014.324908,978.103560,219.214690,279.000857,39.094987
221,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1758.906814,1705.480547,1165.341811,1126.752973,290.573502,234.266740,39.182985
222,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1660.284361,1643.281360,1016.820589,994.028289,240.808473,304.470441,43.496146
223,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1809.089176,1755.723891,1193.723113,1154.546142,286.960400,234.623520,40.830294
224,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1706.773500,1655.848738,1108.775208,1051.155611,224.863783,288.515031,40.376538
225,1,1,1,1,25,24,1800000,2300000,0 10234101760,1904.919146,1841.708236,1323.368871,1274.827038,287.416715,232.922214,38.274331
226,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1783.361846,1744.840577,1160.190459,1114.670134,232.437299,297.273757,42.089106
227,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1719.119018,1673.337387,1113.754790,1060.119445,223.140704,291.874540,40.952047
228,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1736.020554,1686.366468,1144.408798,1109.515423,276.763352,218.635784,39.255573
229,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1732.813152,1677.078215,1099.839002,1058.669799,296.750763,238.853563,42.040724
230,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1689.081815,1644.382962,1061.457091,1031.568418,294.299508,236.296477,41.664729
231,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1604.089830,1549.554409,1019.138227,978.249222,273.748703,220.700196,38.894058
232,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1748.331101,1696.948578,1143.853732,1106.524521,283.241747,229.527100,40.083070
233,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1698.959791,1668.063264,1121.097242,1082.842411,222.365324,289.194000,38.978971
234,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1749.109664,1706.965211,1172.825092,1123.988844,220.330123,284.046567,38.835206
235,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1724.950834,1659.482016,1173.225546,1121.948900,267.100986,212.614958,36.400280
236,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1773.339308,1709.375508,1211.958892,1141.602596,210.816221,273.553312,37.823111
237,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1830.043943,1773.905794,1245.186724,1183.318676,223.245514,285.150590,39.304564
238,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1760.450624,1710.870803,1172.729675,1117.508059,225.726163,286.380171,39.547013
239,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1613.014046,1567.285874,990.161207,959.335602,290.261735,234.161529,41.338920
240,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1665.921202,1596.191877,1083.207460,1028.216263,274.846831,222.997590,38.616068
241,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1679.309726,1622.644548,1094.030040,1051.631225,281.901930,229.554367,38.685900
242,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1791.300645,1766.079221,1085.918244,1075.373276,290.032636,240.208480,47.357778
243,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1777.624676,1709.651324,1200.353851,1146.343369,269.532317,220.224429,38.244205
244,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1820.459777,1751.725796,1217.466935,1164.021422,289.376480,232.987228,39.840066
245,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1704.103989,1683.192992,1085.525602,1057.793915,231.407153,296.521801,41.769505
246,1,1,1,1,25,24,1800000,2300000,0 10234101760,1860.033922,1794.488069,1290.266847,1237.655609,277.862630,225.284774,37.648205
247,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1898.490982,1828.233581,1265.916150,1210.559949,302.787106,246.971895,41.829406
248,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1647.042878,1605.349596,1034.695693,1007.931521,289.073900,229.826600,40.611480
249,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1816.608414,1763.793666,1168.685562,1109.148357,246.757734,309.752104,43.737240
250,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1621.467331,1576.604278,991.276536,960.455885,292.936614,241.268725,41.946434
251,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1662.006480,1606.022249,1079.859725,1037.326262,273.360492,223.417600,38.697489
252,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1755.951320,1702.183608,1153.036515,1113.229185,286.881530,234.859361,39.940493
253,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1957.679245,1887.654083,1343.111800,1267.263719,242.950395,305.225298,41.296454
254,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1668.850252,1617.556375,1118.848908,1060.763456,205.356234,269.094205,37.121805
255,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1807.492368,1743.159498,1226.810180,1176.577255,285.323092,231.106903,38.281719
256,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1747.422061,1726.484938,1147.912061,1119.964657,230.454759,296.481718,40.363232
257,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1785.136377,1717.526707,1173.994996,1120.450335,283.446273,232.963652,40.476697
258,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1846.294082,1770.444000,1240.656017,1179.415114,292.334139,237.691578,39.973752
259,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1703.678711,1673.365643,1091.775232,1054.407322,228.635405,294.377091,41.316651
260,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1646.463351,1595.380918,1096.824707,1059.359942,263.247192,211.219729,36.351654
261,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1861.740280,1798.204943,1247.748049,1199.865297,295.906798,235.331327,40.505704
262,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1793.527266,1734.406369,1186.554367,1142.331225,284.490599,231.180725,40.188358
263,1,1,1,1,25,24,1800000,2300000,0 10234101760,1898.260074,1825.935835,1326.157690,1267.867093,282.089005,230.667968,37.672310
264,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1764.193249,1710.614414,1188.675977,1149.338729,269.379058,220.223405,38.031052
265,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1659.366107,1635.410383,1052.796038,1022.875643,224.833557,293.305555,40.915760
266,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1858.133849,1851.639236,1183.380785,1171.933574,232.486132,296.090625,45.802671
267,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1604.292355,1568.656200,1050.930421,1008.936401,206.362659,269.332547,37.372808
268,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1577.333827,1539.783049,964.183046,941.676832,281.300948,231.200226,40.757061
269,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1814.400071,1766.650043,1163.346241,1131.681182,296.556826,236.951612,43.315518
270,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1747.953108,1701.255539,1122.266237,1090.704818,293.897201,240.578520,41.479417
271,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1654.501066,1601.280120,1039.662397,1000.164945,283.443375,232.232787,40.883947
272,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1836.841017,1775.965230,1261.590762,1193.402238,222.544934,286.803394,38.730702
273,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1755.245607,1700.278964,1141.857162,1102.355195,297.409654,242.154482,40.473459
274,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1778.868361,1720.399702,1155.462597,1111.305848,289.615418,238.798540,41.347626
275,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1881.620403,1811.018600,1289.794110,1212.188126,225.606319,293.636921,39.829360
276,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1751.837682,1716.556843,1159.152145,1117.189606,230.261417,296.125270,39.870741
277,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1722.552993,1660.541872,1088.125184,1041.314854,299.032471,241.142989,42.014430
278,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1725.555149,1674.618045,1085.251599,1049.020703,290.358215,235.160233,42.616672
279,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1586.948088,1572.169892,977.876216,956.394948,228.036191,292.772860,41.164116
280,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1794.484026,1726.899967,1196.101122,1141.756561,280.704528,232.716504,39.650005
281,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1737.710100,1684.228378,1143.302981,1103.817351,279.941467,227.818542,39.342620
282,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1856.549510,1785.064010,1270.871155,1192.758607,224.366499,287.758209,39.416356
283,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1752.307845,1702.131763,1185.570646,1150.301179,276.040846,221.905730,37.319250
284,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1658.553753,1611.447371,1048.520513,1016.167754,283.724533,235.629531,40.407589
285,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1711.514604,1663.533399,1135.705733,1101.970141,276.783680,223.601347,38.038776
286,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1728.694127,1684.170454,1119.410724,1067.691845,225.718169,295.286331,41.098376
287,1,1,1,1,25,24,1800000,2300000,0 10234101760,1920.721740,1858.972946,1333.613437,1287.208711,289.282905,235.144609,38.566873
288,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1734.200196,1685.143983,1149.487779,1094.514421,214.266006,274.502944,39.445070
289,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1679.957916,1624.080368,1102.877593,1060.394622,273.830871,224.463548,38.205406
290,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1897.322937,1862.004835,1292.698529,1271.930176,286.504335,237.782883,39.904235
291,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1659.706806,1630.284090,1057.180142,1021.323287,228.526932,295.225495,40.581792
292,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1743.454805,1683.532732,1165.504438,1119.502608,274.729108,225.400909,38.195865
293,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1776.919337,1719.284850,1166.571394,1124.206680,290.291033,235.265610,40.307204
294,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1697.340956,1635.566022,1079.815810,1032.344940,285.612699,234.706478,40.980058
295,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1778.336472,1723.656055,1176.944504,1136.493470,283.615705,229.726824,39.808488
296,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1778.991315,1706.378237,1196.463471,1137.206195,267.223115,221.696502,38.624393
297,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1804.803193,1743.472195,1218.925522,1172.192639,283.745142,230.537476,38.614252
298,1,1,1,1,25,24,1800000,2300000,0 10234101760,1810.768693,1758.260971,1255.496415,1217.542816,267.863665,216.986908,36.578337
299,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1625.971884,1576.017942,991.061706,955.730165,288.810318,237.540726,42.195841
300,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1673.896118,1630.427631,1071.581411,1042.549173,280.124573,225.664733,39.961332
301,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1712.005480,1660.826872,1074.415593,1038.062909,298.260987,245.082601,42.287986
302,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1763.390215,1704.218339,1178.270403,1112.582245,225.423553,291.002745,39.388018
303,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1728.085784,1669.690142,1122.534471,1078.151537,284.272549,232.254334,40.115503
304,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1697.037110,1640.998624,1098.829909,1056.857205,282.601225,231.962344,39.614785
305,1,1,1,1,25,24,1800000,2300000,0 10234101760,1857.401290,1787.698017,1287.350160,1232.299610,275.477325,222.534927,37.559590
306,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1755.990755,1698.455459,1141.430066,1098.429824,286.225493,234.624022,40.683847
307,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1759.696839,1727.927097,1191.422208,1152.483170,220.443072,287.801484,38.161870
308,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1718.018113,1683.114932,1092.773160,1051.186346,237.856460,301.362503,42.122753
309,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1747.714555,1692.914476,1147.617751,1107.949217,288.713088,231.317857,39.678949
310,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1815.902618,1760.655639,1190.825317,1151.318557,299.708477,240.655975,41.284312
311,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1723.975236,1672.294527,1141.990923,1102.829317,273.558976,223.089858,38.592579
312,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1746.675067,1686.804321,1180.727922,1133.956333,266.750552,216.759806,37.454291
313,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1592.103911,1528.250260,1010.583450,960.510132,271.589965,217.877090,38.574128
314,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1895.664414,1818.537965,1278.301071,1216.956374,292.038894,233.676376,40.826509
315,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1751.379517,1713.251211,1135.950150,1090.417728,235.959552,302.663086,41.450984
316,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1705.103226,1658.495544,1130.901226,1097.609863,276.041400,226.597014,37.957113
317,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1631.476002,1597.953842,1070.085264,1029.339873,210.429113,277.276702,37.856213
318,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1878.715240,1806.836322,1284.289992,1226.721447,287.151368,234.909834,39.208823
319,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1664.737094,1625.773520,1015.648009,991.727814,298.618757,241.686924,43.135586
320,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1706.499985,1655.232774,1073.899677,1037.393967,288.730993,236.644118,42.101399
321,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1658.756849,1639.171662,1046.438752,1019.805524,231.148744,296.189239,41.372405
322,1,1,1,1,25,24,1800000,2300000,0 10234101760,1933.715592,1858.782300,1347.591553,1286.643936,285.103714,238.492539,38.608889
323,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1889.402433,1831.897352,1285.532990,1222.543353,233.701219,296.894485,40.519055
324,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1745.962476,1698.005842,1140.696586,1107.829636,281.738980,226.703840,40.092562
325,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1669.515169,1620.580996,1060.616145,1025.959975,287.712967,239.761372,40.341871
326,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1774.274950,1725.139176,1174.203672,1140.131682,292.385042,239.771784,39.595173
327,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1752.436430,1690.157337,1171.296340,1123.110874,275.995315,223.862517,38.425224
328,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1654.276887,1590.333832,1078.388077,1026.880417,263.700719,220.444992,38.261257
329,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1698.491344,1651.390792,1088.465805,1055.266387,285.389634,232.092066,40.447224
330,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1737.379344,1666.205642,1129.313048,1071.892229,289.766265,236.794284,40.258713
331,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1754.757228,1696.652130,1189.494387,1145.317048,274.522792,223.195131,37.266296
332,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1635.202744,1586.534335,996.751588,963.116134,290.280532,236.845275,42.412942
333,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1801.961793,1739.746398,1226.734283,1178.776679,275.476364,222.605179,37.993552
334,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1863.890473,1802.470381,1245.101652,1177.901456,236.866696,298.774631,41.596746
335,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1745.155609,1698.699906,1110.587035,1079.112943,297.211897,242.542982,42.019770
336,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1841.924970,1801.446058,1202.901168,1155.438060,241.277509,306.586879,43.084415
337,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1737.688085,1680.414932,1131.362103,1088.040070,283.698228,231.122298,40.191428
338,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1756.243990,1714.611375,1124.985262,1097.735750,285.880934,236.449356,41.949366
339,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1726.151813,1676.531140,1145.893830,1089.305821,218.014661,281.942552,39.121161
340,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1732.874468,1683.124480,1150.737896,1114.734116,282.315826,230.084854,38.438021
341,1,1,1,1,25,24,1800000,2300000,0 10234101760,1792.419083,1735.768587,1243.743791,1201.436924,264.596252,211.634888,36.157645
342,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1714.213091,1665.219940,1139.215836,1083.447237,211.058580,274.438019,38.830168
343,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1615.345997,1567.826321,1014.816709,980.453411,278.081436,225.918162,39.870131
344,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1685.647353,1632.711326,1065.560303,1027.523074,292.743772,240.369434,41.078386
345,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1734.772261,1662.375289,1168.758680,1109.674468,270.897108,224.077544,37.408419
346,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1649.245361,1588.511672,1079.323778,1032.128384,273.456583,225.125394,37.717220
347,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1732.382187,1678.711103,1136.491391,1098.229690,285.989240,227.974396,39.392295
348,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1733.705554,1681.554644,1095.026653,1057.658445,293.882903,237.175018,42.432570
349,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1770.852310,1717.753860,1193.255567,1153.530186,269.935771,220.285659,38.259590
350,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1775.907896,1714.260345,1208.627163,1160.709898,277.724864,223.517134,37.425200
351,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1693.227098,1673.640973,1041.370928,1015.895691,251.717454,315.024963,43.936606
352,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1830.323960,1765.660389,1238.980302,1188.177685,280.551514,227.824458,39.177416
353,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1646.213009,1591.912550,1037.306196,997.404674,284.888338,231.347991,40.405871
354,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1656.996304,1624.865310,1055.644273,1017.365693,232.615038,295.299956,40.546840
355,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1710.790223,1660.656583,1136.299638,1079.055313,216.343718,279.724917,38.741997
356,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1820.551606,1764.222472,1209.400134,1145.966524,237.242920,300.917204,41.130662
357,1,1,1,1,25,24,1800000,2300000,0 10234101760,1912.019701,1842.932859,1329.803895,1275.312913,285.221394,231.234070,38.323857
358,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1633.101165,1567.132858,1070.959562,1018.254761,266.747265,215.583765,37.215968
359,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1707.098704,1651.937074,1108.317048,1066.802994,280.542952,226.987668,39.712255
360,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1815.689053,1761.877364,1213.182957,1173.757366,286.577192,232.111754,39.846125
361,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1870.674683,1808.299654,1273.730395,1204.477556,229.534791,292.924531,40.172368
362,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1839.369463,1810.185809,1257.763827,1221.996245,221.688345,284.480322,39.167852
363,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1610.742018,1574.164321,984.288663,962.199954,289.598860,235.340990,41.596473
364,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1872.027833,1796.680267,1251.475674,1190.781419,296.936772,245.024731,41.017153
365,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1711.911070,1687.607238,1126.315642,1094.530867,221.149671,287.325243,39.495920
366,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1822.076857,1788.848661,1165.565309,1126.456419,252.243941,316.018632,44.224339
367,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1732.630801,1684.966077,1144.686416,1109.852236,273.814437,226.572635,38.990990
368,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1670.564790,1625.202562,1072.286915,1040.762149,278.399080,223.848998,39.722820
369,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1806.109984,1754.984435,1180.845780,1144.070405,295.326936,241.261000,41.399664
370,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1728.118138,1675.808591,1155.615083,1116.828428,276.996631,223.724943,37.864940
371,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1729.063676,1678.617567,1142.985519,1105.998170,275.407621,224.987810,38.825067
372,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1653.951372,1607.855224,1039.476348,1007.219045,288.283737,235.041347,40.764365
373,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1791.142957,1727.178833,1222.467590,1171.433979,271.612230,225.740158,37.620394
374,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1731.992370,1674.343216,1124.326232,1081.251496,290.880458,237.880101,40.185181
375,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1604.026521,1554.326861,1016.009063,979.082532,276.990052,228.210006,39.069363
376,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1736.931793,1679.940172,1142.554383,1099.098099,282.696152,234.006975,39.376797
377,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1808.959660,1749.625961,1223.990431,1179.807056,286.765627,228.915433,38.561137
378,1,1,1,1,25,24,1800000,2300000,0 10234101760,1875.101013,1806.016248,1296.029738,1241.422683,279.915421,226.413911,38.186858
379,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1840.256821,1772.336804,1251.521378,1198.113844,282.525529,230.913777,38.826711
380,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1712.049166,1668.882245,1095.109192,1067.086359,288.853276,229.966916,40.892078
381,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1773.979155,1705.525757,1120.982863,1067.233733,299.737353,243.809142,43.397166
382,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1666.306428,1619.271316,1019.498246,986.570447,295.982802,247.681686,43.006638
383,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1691.324873,1636.253676,1125.059299,1082.850234,273.358187,224.207476,37.461309
384,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1715.107512,1658.437408,1111.620819,1068.090515,281.517958,231.727613,40.058009
385,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1718.802476,1655.388213,1130.434170,1080.559614,282.028595,230.628296,38.955044
386,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1821.119702,1767.112594,1160.512057,1119.907669,293.640946,246.033501,44.056232
