,D,F,K,T,Y,high,input,low,nthreads,st,pkg0,pkg1,pp00,pp01,dram0,dram1,time
1226,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1527.017532,1751.060715,850.553940,1090.251190,291.413391,238.342316,44.874664
1227,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,2090.840714,2088.851379,1289.660843,1320.752869,358.258682,224.826752,53.022564
1228,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1955.965363,1766.036316,1302.741760,1127.275482,284.643875,238.333725,43.281830
1229,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1590.702087,1920.121460,804.003036,1154.790298,321.091446,245.695801,52.450481
1230,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1895.183929,1691.068115,1247.408890,1057.047974,282.005692,232.083023,42.948925
1231,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2110.989868,1941.779373,1337.240631,1194.641800,331.385681,233.992569,51.327106
1232,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1497.296280,1728.441315,836.387833,1081.448837,285.671021,234.929153,43.855003
1233,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,1993.924408,1715.741379,1321.864670,1064.228226,305.492081,219.830643,44.400238
1234,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1604.891525,1973.222000,828.746414,1220.041656,327.897369,237.984558,51.632839
1235,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,2051.523346,1734.516296,1368.920319,1075.847733,314.508926,215.868637,44.997532
1236,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1888.086807,1727.104919,1241.418289,1093.705643,283.869858,235.486618,42.843666
1237,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2133.945816,1908.281281,1354.304047,1156.889282,336.909592,228.591034,51.675735
1238,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1536.162796,1719.179306,881.081009,1076.215698,281.836670,239.054596,43.508400
1239,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1642.809311,2086.612305,828.823959,1304.292526,356.085205,231.012802,53.965717
1240,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,1946.624710,1886.211777,1205.666885,1162.751068,311.722748,241.823746,49.391518
1241,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1560.341202,1832.575272,827.040833,1116.198059,308.043518,242.201447,48.868122
1242,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,1911.026550,1821.390335,1200.005814,1125.868713,299.020218,239.903473,47.345806
1243,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1540.391098,1745.808960,881.628525,1101.354233,287.180176,234.687958,43.678371
1244,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1853.949387,1646.646362,1228.422501,1031.824265,272.794373,236.070435,41.468994
1245,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1555.986496,1887.007645,801.195831,1149.972244,310.957489,245.525665,50.338009
1246,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1952.976212,1726.263916,1291.711746,1082.116837,294.174805,229.780106,43.755062
1247,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1554.277512,1781.913681,879.404999,1124.879257,297.163040,231.755325,44.677029
1248,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1502.458527,1719.298370,844.855774,1076.466537,289.265045,233.604965,43.586639
1249,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,1999.894058,1928.172714,1241.322052,1191.532532,322.790573,240.519470,50.451931
1250,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1546.423401,1813.140854,854.396500,1140.618286,302.817810,231.214340,45.832294
1251,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1559.074890,1890.625595,825.189545,1173.954437,307.507217,243.508713,48.901974
1252,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1876.730576,1704.146698,1231.443054,1071.046448,280.353073,235.329056,42.828529
1253,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1571.189697,1879.203552,813.412476,1139.238235,311.924271,245.092056,50.552528
1254,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,1978.098419,1857.576004,1237.287094,1135.346405,310.561462,239.445496,49.342285
1255,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1893.020218,1752.894348,1241.526810,1116.884644,287.295624,231.088394,43.116329
1256,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1521.229721,1753.477005,874.416306,1121.345474,288.092896,232.796890,42.817875
1257,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2000.620895,1801.081085,1260.774994,1079.281479,308.234192,243.264893,49.291321
1258,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2146.105331,2065.045547,1347.047379,1289.340240,333.164886,249.774338,53.222973
1259,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1588.744675,1883.247986,824.660110,1138.809448,315.999512,247.029602,50.921906
1260,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1553.555023,1780.652847,868.904785,1113.191422,300.944626,233.578644,45.428108
1261,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,1995.981216,1881.481735,1246.272217,1153.893036,321.896637,235.310928,49.828094
1262,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1952.208435,1738.745346,1291.709854,1095.942612,295.591370,232.934967,43.674976
1263,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1644.080460,2007.864014,849.647568,1240.608597,341.989944,238.628235,52.757156
1264,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,1998.821228,1732.059662,1321.415405,1074.858505,306.095840,222.253433,44.791603
1265,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1615.618820,1964.686295,852.083939,1225.011353,329.167953,237.896240,50.692261
1266,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,1920.692307,1866.130783,1187.402512,1148.482300,305.691589,244.069687,48.923649
1267,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1546.405365,1799.931686,873.436554,1143.324310,297.183380,233.511551,44.592758
1268,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2019.180405,1948.095947,1252.948624,1204.917313,329.270004,235.279114,50.958370
1269,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1525.416122,1885.259827,771.683334,1146.453751,307.962326,250.999146,50.388340
1270,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1590.238388,1853.102631,892.761917,1176.616409,313.008514,231.827682,46.163605
1271,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1591.866409,1943.522171,808.039413,1179.013443,324.211426,245.659470,52.376312
1272,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1985.028809,1810.807983,1305.473419,1150.850525,308.542999,228.012970,44.955540
1273,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,2076.877777,1986.529114,1287.163071,1225.125412,345.354431,233.702133,52.394672
1274,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1964.591949,1737.972580,1313.233505,1105.531586,299.250702,222.728302,42.976513
1275,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1531.947815,1705.693298,877.110794,1066.734421,294.272720,230.727692,43.373962
1276,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1965.463425,1751.086639,1303.291458,1106.636017,297.931427,229.064621,43.800133
1277,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1501.387772,1724.804321,836.059326,1071.211655,285.186279,243.105698,44.246403
1278,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1504.473282,1754.403046,844.443756,1107.044128,286.140045,243.630981,43.813198
1279,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1940.657516,1704.999680,1296.208023,1077.483017,292.449326,230.846466,42.554192
1280,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1566.254105,1846.987549,820.653717,1118.103317,308.091644,248.185638,49.711823
1281,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1997.231186,1827.245468,1320.230850,1170.112244,302.996201,232.717911,44.738644
1282,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,2015.897217,1807.789078,1333.877884,1150.325012,316.130890,219.944351,44.939083
1283,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1588.510101,1895.191010,823.374878,1149.280533,315.631592,245.961502,51.003563
1284,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1656.475250,1909.400772,873.148972,1148.472443,327.945160,241.518372,52.177338
1285,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,1972.112808,1849.589737,1223.029617,1118.818985,312.033646,241.315994,49.939857
1286,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2026.276794,1902.845459,1275.137833,1172.606750,319.499100,237.898499,49.963032
1287,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1940.091888,1731.524429,1275.450958,1083.667755,294.607590,229.140182,44.011738
1288,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1456.893066,1698.474976,814.575653,1068.531342,281.870941,233.639099,42.609802
1289,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1600.183914,1935.324768,844.482132,1202.026031,324.980621,235.513107,50.237972
1290,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,2049.760620,2019.608215,1269.658524,1266.564056,338.478638,230.377014,51.785664
1291,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,1983.016373,1823.113129,1240.466232,1099.569305,312.500076,237.441864,49.454071
1292,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1695.358032,2011.058441,941.773087,1278.895142,321.737274,243.334427,50.080555
1293,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,1888.118927,1714.728394,1247.372559,1086.274384,279.452255,235.632935,42.476349
1294,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1917.640472,1722.246628,1261.205978,1081.838699,290.130966,232.604691,43.434631
1295,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1656.062103,2016.897903,858.487259,1246.747116,341.406189,233.724731,52.975842
1296,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1549.358383,1799.392395,870.046158,1135.438766,290.645996,238.540207,45.084892
1297,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1846.257370,1675.414978,1225.082657,1067.354675,276.362198,230.068314,41.061424
1298,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1672.978775,1973.777863,834.585373,1158.347458,331.840103,253.539047,56.063869
1299,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1976.767136,1728.122528,1313.410049,1083.422531,298.412231,227.581345,43.843601
1300,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,2026.802399,1931.634399,1267.604324,1196.306046,323.614197,237.499786,50.407963
1301,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,1936.494705,1827.330399,1205.905609,1112.276810,298.820175,248.514557,48.699333
1302,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1532.371735,1802.056427,843.088074,1130.310303,300.042084,236.791122,45.717525
1303,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2133.827652,2055.576675,1331.746384,1286.862854,356.576340,222.583221,53.077637
1304,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1552.854630,1752.627380,887.562302,1101.258896,286.766281,238.399460,44.164028
1305,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1681.394775,2066.705124,848.222198,1266.329468,359.280945,231.944733,55.302795
1306,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1487.422073,1734.249435,840.714035,1100.748734,284.620102,237.517807,42.862518
1307,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1523.306503,1720.962952,860.361465,1073.968262,293.886246,234.333099,43.923950
1308,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1623.422836,1994.516953,839.855957,1236.053650,338.573578,234.763321,52.129883
1309,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2096.415085,1987.116669,1316.287155,1235.840881,342.953156,228.041000,51.743256
1310,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1553.261642,1760.890671,888.475616,1109.830948,289.605804,237.961258,44.126278
1311,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1750.154922,2245.274811,897.820877,1434.050583,389.791763,214.487320,56.346024
1312,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1910.807907,1699.030106,1269.820969,1070.548798,281.623276,234.889893,42.504204
1313,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,1923.942230,1820.278305,1201.585480,1112.157074,300.567261,245.290604,48.184769
1314,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1559.165039,1773.469833,860.185257,1093.417862,305.485748,234.057999,46.356354
1315,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,2163.136871,2132.629410,1343.204163,1348.568680,370.130386,221.823151,54.241932
1316,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1521.781906,1740.935349,856.055130,1091.476532,297.380890,233.095016,44.099018
1317,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1587.596252,1930.426331,801.708771,1165.037872,329.274307,245.049454,52.462158
1318,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1556.496170,1740.907974,874.651871,1076.609940,301.874954,235.434708,45.233196
1319,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2104.165985,1980.689362,1326.039246,1233.429947,350.139740,225.021637,51.512486
1320,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1994.669373,1720.114502,1329.952560,1073.293228,298.592148,227.404663,43.978886
1321,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,1950.371536,1717.602310,1290.084045,1072.997665,289.442886,235.341644,43.719524
1322,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2032.663177,1907.746872,1273.388611,1170.973328,321.338516,241.151855,50.447212
1323,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1556.971100,1893.545593,806.831451,1159.535797,308.171265,251.605759,50.070412
1324,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1529.761429,1738.130264,865.802780,1089.183456,290.132309,237.515884,44.018600
1325,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1859.606354,1682.769272,1228.853668,1066.409348,284.546158,230.930725,41.697086
1326,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,2032.200699,1920.126816,1331.916306,1234.516663,298.788162,249.113373,46.563972
1327,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1631.884323,2014.963867,842.671799,1251.343521,335.482437,242.275894,52.450718
1328,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1522.055817,1773.251297,843.386383,1109.606491,291.666199,241.699631,45.053337
1329,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,2056.831070,1747.680405,1368.777664,1083.344528,315.729919,223.357071,45.396610
1330,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1552.397751,1722.184052,893.405365,1075.599731,285.595337,240.941498,43.783646
1331,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1942.970596,1748.113174,1280.112808,1105.371078,302.850159,224.805145,43.741848
1332,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,2023.337341,1899.049454,1264.435760,1162.375046,320.488708,236.633636,50.465874
1333,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1550.841599,1872.185196,800.069077,1140.214066,311.904938,244.914108,50.001770
1334,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1604.386078,1889.339828,847.781845,1151.358795,315.187424,246.302948,50.451759
1335,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1539.700287,1741.276001,880.015533,1094.041687,282.714828,241.072205,43.822289
1336,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1581.351242,1874.815277,830.526352,1141.024780,310.059036,246.344635,50.122215
1337,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1902.710846,1739.595932,1259.895935,1111.268448,284.371948,236.106003,42.545670
1338,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1952.308563,1738.394470,1294.696548,1098.485519,297.665146,230.064499,43.465305
1339,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,1874.571289,1759.706421,1166.642105,1065.784241,294.748718,246.701019,47.159790
1340,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1601.251740,1964.076050,815.338943,1201.928558,332.702133,243.004318,52.289341
1341,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1588.856995,1792.400848,891.371170,1114.206421,306.904648,231.459595,46.255772
1342,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2187.898056,2128.255112,1376.660507,1354.847275,372.544907,220.507401,53.561081
1343,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2177.166916,2145.543900,1354.166702,1361.773758,377.292419,220.236694,54.311039
1344,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1588.985016,1923.710175,824.263748,1178.620148,318.887695,245.975555,50.955944
1345,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,1913.604904,1742.973846,1260.238449,1102.827774,286.489456,237.417892,43.342991
1346,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1889.463226,1721.993073,1244.371277,1090.226151,283.152481,240.609711,42.747177
1347,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2088.461594,1989.254547,1315.662506,1244.084351,338.813812,235.326630,51.197563
1348,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,1991.914124,1871.916779,1237.947479,1138.520386,321.906540,241.268265,50.164440
1349,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1964.452057,1683.412354,1305.819839,1044.491608,299.865494,230.238800,43.434349
1350,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1591.724136,1802.489655,891.829041,1124.141937,315.882202,229.297913,46.336990
1351,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1568.562271,1774.557968,877.017502,1101.715103,306.006653,235.887558,45.863556
1352,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1564.077423,1883.202774,812.707214,1146.674728,307.984436,254.232239,50.225117
1353,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1551.416626,1879.450058,800.913269,1143.583664,307.570892,252.197922,50.199184
1354,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1496.475937,1752.706818,831.755264,1098.759933,285.540558,247.202484,44.266869
1355,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2024.114548,1906.983734,1273.721481,1177.071167,320.290329,240.719315,49.942764
1356,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,2074.756668,1872.453003,1301.516052,1126.126602,335.985153,233.777512,51.318775
1357,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1579.746704,1873.123611,832.395889,1142.400757,308.334335,251.163116,49.875557
1358,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1549.087616,1758.001389,872.349701,1099.378387,304.016052,231.479645,44.842205
1359,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,2011.064972,1764.756973,1336.959518,1111.100159,305.567001,226.944962,44.559788
1360,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1614.138199,2002.470764,834.092957,1238.612350,313.201202,260.061859,52.156487
1361,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,1972.293671,1862.328812,1228.298615,1135.359131,310.999298,246.176437,49.622845
1362,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1868.695511,1711.245514,1225.701324,1080.210083,280.591797,240.925354,42.657425
1363,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1565.154709,1787.084885,893.951218,1131.628662,297.288589,234.348221,44.523701
1364,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,2144.601334,2120.249054,1332.235016,1343.905624,369.373154,222.040726,53.684978
1365,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1520.394867,1693.268570,870.879684,1057.834106,290.883057,232.941727,43.053211
1366,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1525.385239,1897.707138,776.618515,1167.813171,315.648468,242.318405,49.872501
1367,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1939.521729,1688.653275,1290.926666,1055.088120,289.707199,234.151352,42.944134
1368,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1603.709610,1913.133713,842.344772,1171.936859,318.769363,244.160950,50.716122
1369,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,1964.193970,1864.515594,1225.871460,1144.228821,312.311539,243.856064,49.182911
1370,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1631.374084,2033.888123,828.370651,1258.687683,347.650925,235.857544,53.351986
1371,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1506.711212,1727.366302,836.297180,1070.501541,292.392380,241.387695,44.560936
1372,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1895.010818,1686.196915,1250.433853,1055.333450,286.021820,234.799942,42.734051
1373,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1496.055710,1733.723969,848.477676,1098.405334,284.177902,240.697098,42.956692
1374,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1605.573746,1950.391022,834.108795,1203.218552,332.901352,238.378662,51.272266
1375,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2064.123276,1949.341019,1291.788055,1202.508560,335.329391,240.618912,51.308228
1376,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1958.543472,1713.666306,1296.904907,1069.919128,297.395172,231.296738,43.763603
1377,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1527.364441,1734.867035,846.920929,1069.074081,291.866699,242.849258,45.219372
1378,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1869.419510,1680.615936,1238.961105,1061.909546,276.470917,240.362808,41.779552
1379,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1526.038544,1790.813858,845.051758,1125.565292,295.617935,241.810196,45.191265
1380,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,2026.433319,1972.084320,1258.860153,1229.094666,331.480103,236.819977,50.983109
1381,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,1893.246292,1795.477371,1187.829102,1104.773682,295.235184,241.750229,46.965107
1382,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2071.534698,2011.509094,1304.944778,1274.838150,341.754227,226.704849,50.667603
1383,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1622.955795,1946.600052,839.774902,1187.580276,330.890335,243.758316,52.087368
1384,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,1946.140839,1876.167694,1204.079712,1153.293076,314.665878,239.801239,49.403618
1385,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1583.900970,1832.392227,817.816711,1085.211868,316.040665,248.298859,51.117298
1386,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2220.248184,2246.624710,1389.157974,1460.594299,393.807404,206.059250,54.667686
1387,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1618.582245,1833.207947,911.622971,1146.813507,313.121674,232.684036,46.866703
1388,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1960.270630,1776.792618,1293.256119,1126.433121,295.086090,233.532089,44.174408
1389,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1649.029343,1991.160980,856.572433,1223.938492,334.426300,243.559189,52.681339
1390,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1953.423248,1702.002579,1292.307220,1058.213882,295.046478,231.807541,43.731709
1391,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,1901.934830,1713.925140,1262.071030,1087.546951,280.827393,235.381592,42.343410
1392,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1842.075317,1703.850830,1214.962799,1089.906464,275.991211,234.478958,41.440651
1393,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1634.661392,1934.001678,863.082458,1184.746048,325.063187,243.011490,51.348885
1394,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,2216.248917,2019.504715,1465.503189,1290.461487,319.374588,242.730713,49.843887
1395,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1905.319855,1731.250107,1252.596527,1093.717575,284.862625,234.776596,43.199036
1396,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2074.213089,2015.991913,1293.944672,1260.613983,334.148941,238.985931,51.824966
1397,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1566.613785,1786.347656,879.703827,1114.815643,298.463028,237.815872,45.643265
1398,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1507.846298,1833.668182,770.628067,1108.855774,296.774185,254.092346,49.307415
1399,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1535.886749,1814.739716,814.387665,1106.531754,298.294876,247.922119,48.185226
1400,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1503.256012,1701.570831,861.052368,1072.837265,285.782547,233.614044,42.544464
1401,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,2046.564590,1910.897934,1283.356842,1170.986801,327.774780,235.863983,50.747826
1402,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1572.128082,1748.961472,900.128235,1095.615112,302.752350,231.445465,44.458382
1403,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1910.781570,1686.056992,1271.202469,1058.138031,280.144241,239.131683,42.432167
1404,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,1978.614594,1883.479431,1233.700317,1156.830658,309.901703,244.733597,49.608528
1405,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1523.228485,1728.679855,857.809631,1076.300491,287.715256,240.122086,44.206936
1406,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1492.826843,1703.104202,844.089233,1068.127335,287.634430,234.120407,42.983376
1407,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1718.647339,2185.949417,884.365707,1389.130722,375.715729,224.266113,55.204750
1408,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1596.310669,2007.075912,805.968796,1239.643265,338.382568,238.866653,52.698078
1409,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1587.349091,1909.583649,825.426041,1163.240356,315.894592,248.019043,50.996250
