,D,F,K,T,Y,high,input,low,nthreads,st,pkg0,pkg1,pp00,pp01,dram0,dram1,time
1410,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1526.779373,1779.842758,847.223160,1114.824371,297.765839,236.526993,45.210358
1411,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1531.897980,1852.392166,792.442108,1125.288269,304.013428,246.858124,49.545296
1412,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1889.080124,1735.670425,1247.562439,1107.490387,285.242065,233.722961,42.517742
1413,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,1934.071457,1728.864426,1275.535660,1085.200195,291.024155,234.618988,43.641968
1414,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1605.216202,1913.352020,835.767960,1164.079880,318.202744,245.734222,51.274513
1415,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1503.169464,1731.077286,850.224380,1093.325150,290.797806,235.436005,43.232834
1416,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,2017.444916,1885.426895,1260.462082,1149.932373,324.068130,235.797516,50.380524
1417,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2162.562134,2036.725784,1360.700256,1269.342789,361.075760,222.588104,53.019440
1418,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1535.872604,1766.711731,872.065628,1116.197144,287.650238,239.668137,44.097652
1419,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1890.273987,1682.986191,1247.845795,1051.967545,278.821472,237.927963,42.634331
1420,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1577.832001,1854.361496,834.285873,1125.464569,304.826889,252.549438,49.653831
1421,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1604.946625,2018.917801,824.365723,1262.915695,337.862793,238.877991,51.876511
1422,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2033.276154,1886.001404,1279.547684,1153.950577,324.077744,237.269730,50.140095
1423,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,1934.933578,1825.998444,1208.653137,1116.706924,304.385742,242.966766,48.363586
1424,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1599.276321,1844.296951,909.557663,1179.745575,320.074402,220.634445,45.436443
1425,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,2237.121811,2092.462936,1445.474792,1326.186813,338.777176,245.042740,52.602032
1426,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1688.072662,2134.724838,847.769897,1332.364532,378.751785,227.518692,55.550426
1427,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1538.157013,1756.209320,867.192551,1102.843155,301.306625,231.331223,44.401867
1428,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1664.094513,1978.471237,928.642593,1261.330994,314.190735,247.509827,48.903442
1429,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1554.040802,1924.841766,793.755508,1182.380737,318.590652,248.823273,50.757591
1430,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1511.168930,1779.086960,831.433533,1112.367554,294.828522,238.187378,45.261806
1431,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1895.436966,1703.820114,1253.149399,1075.157791,284.580795,233.164352,42.561184
1432,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2197.230530,2178.533112,1371.381317,1391.699677,376.359329,219.784744,54.527184
1433,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1538.483994,1728.531189,881.856812,1083.703613,282.910767,242.079208,43.635651
1434,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2149.134171,2099.668518,1348.942719,1333.592377,358.858551,225.290176,52.886028
1435,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1545.362015,1893.861267,813.186127,1178.383255,307.915375,247.354950,48.750614
1436,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1933.343033,1772.129166,1269.290161,1125.704773,296.387314,231.860367,43.915764
1437,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1958.697571,1699.398849,1308.599609,1065.778320,289.058563,229.712494,42.980289
1438,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,2024.772217,1940.133270,1257.486267,1197.970978,329.815628,235.098557,50.899296
1439,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,1969.475021,1895.858673,1222.940704,1167.711044,309.890503,245.921112,49.710979
1440,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,2072.567856,1803.450211,1383.178513,1137.537064,311.253555,222.350479,45.464691
1441,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1645.576324,1971.428925,863.156921,1214.147064,335.094299,236.866714,52.011490
1442,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1591.407654,1947.119141,805.194885,1183.217194,328.856827,242.685669,52.366600
1443,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2094.404510,1992.501450,1311.311005,1235.024445,337.942169,239.737457,52.041695
1444,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,1927.693756,1872.382477,1197.199997,1161.475449,312.851273,239.007248,48.555927
1445,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1873.677475,1709.670502,1236.962128,1087.475647,283.278976,233.356781,42.099327
1446,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2035.334366,1924.619827,1278.716324,1191.275620,324.101898,241.795685,50.233032
1447,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1969.155548,1744.410736,1304.731812,1098.137451,294.752197,229.952545,43.922630
1448,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1906.262787,1672.204758,1263.180191,1042.915909,280.339706,237.034180,42.553616
1449,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1531.034958,1807.341354,847.588806,1139.638290,296.156906,243.161865,45.353699
1450,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1603.798599,1862.088272,830.161713,1109.130539,322.148819,247.591202,51.549717
1451,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1572.313400,1896.295441,803.765457,1144.379776,313.284348,253.357391,51.372459
1452,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1606.932632,1953.215240,837.295410,1205.211975,328.061020,241.100372,51.280777
1453,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1492.758621,1705.569046,846.355194,1072.482117,287.875351,235.555283,42.879906
1454,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1583.939163,1854.119110,891.369293,1182.461853,313.442505,230.351654,45.844494
1455,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,2025.828842,1782.709793,1336.349274,1114.637741,313.111435,227.123352,45.609303
1456,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1631.135208,1954.136154,839.262497,1187.654083,337.252426,243.349716,52.646160
1457,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1552.250504,1770.215790,882.621704,1116.706894,296.378540,237.461060,44.387005
1458,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,1995.951157,1924.834152,1249.214508,1198.830353,316.412766,244.841980,49.682236
1459,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1889.188477,1643.717819,1264.620117,1032.997696,279.235352,234.601181,41.279156
1460,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1518.156265,1729.310287,861.821075,1086.186646,282.942932,238.370255,43.560627
1461,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2117.514557,1972.459457,1333.056229,1218.670151,346.611603,232.214615,51.951321
1462,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1734.284729,2038.131821,914.176727,1243.115005,340.170120,249.374146,54.678524
1463,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,1936.069244,1803.197769,1201.563126,1083.919495,302.870209,251.673294,49.035114
1464,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,1942.809601,1834.157516,1211.570755,1119.967041,304.117661,251.361496,48.702801
1465,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1949.309738,1744.009689,1299.935394,1109.475494,285.384872,239.375107,42.987514
1466,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1588.320953,1752.377914,902.552872,1084.847473,302.937546,231.742752,45.471569
1467,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1618.138168,2007.694244,836.176453,1251.153717,337.933411,240.756500,51.948444
1468,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1804.284988,1650.148178,1198.020172,1053.291550,268.530548,239.167435,40.160477
1469,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1564.211166,1795.274704,869.625763,1120.249603,304.926544,234.918015,46.005676
1470,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1545.120041,1828.833618,868.394928,1171.584946,305.089600,234.194839,44.725651
1471,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1871.318756,1725.110474,1226.459885,1091.278259,277.721039,246.374374,42.814510
1472,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,1953.249466,1847.582291,1218.597748,1128.009811,302.480469,252.024719,49.004749
1473,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,2045.110001,1986.912613,1270.789658,1237.482666,333.550201,240.361588,51.418808
1474,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1985.357269,1764.605545,1313.700348,1110.376999,295.412140,235.842484,44.458588
1475,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1572.409210,1780.284073,887.864212,1115.123291,305.374466,228.650482,45.332882
1476,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1703.773254,2121.223099,877.283020,1330.740646,367.671677,225.805389,54.693619
1477,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2101.596771,2035.493362,1306.260193,1270.136627,348.685028,230.432495,52.752556
1478,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1993.836014,1748.249939,1327.251678,1100.275864,300.310349,229.743668,44.062401
1479,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2147.964310,1974.302216,1349.680359,1209.237305,353.735641,230.467331,52.784245
1480,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1597.243958,1896.441971,811.298080,1132.658417,327.530045,244.511612,52.375729
1481,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1510.968872,1737.551559,835.341492,1074.625275,289.016479,243.918106,44.939342
1482,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1545.273300,1813.069702,853.305466,1137.799301,299.530716,239.448151,45.943321
1483,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1921.220490,1732.930267,1258.177353,1085.828918,294.059525,231.920319,43.954967
1484,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1510.084991,1689.044601,869.642838,1061.000183,282.126160,237.162598,42.450100
1485,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1551.965759,1871.979721,810.015045,1149.050964,315.531174,241.187164,49.374069
1486,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1541.242386,1780.235703,862.486420,1119.598572,301.249771,231.363342,44.954109
1487,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2080.114029,1987.684113,1307.098816,1242.246994,341.057861,228.077881,51.246243
1488,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,1963.690277,1846.747910,1235.253616,1138.540207,314.154419,239.528107,48.383049
1489,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,2047.582016,1958.266968,1274.872498,1210.473389,331.581863,236.376144,51.314732
1490,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1687.717896,2148.351532,851.715836,1347.923920,367.507095,229.702530,55.367073
1491,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1579.378784,1915.414597,832.697815,1183.944641,306.687271,250.102356,49.893177
1492,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1500.140335,1702.854401,846.971695,1059.475235,279.374969,243.392288,43.471718
1493,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1562.783249,1877.276672,824.255783,1152.163086,303.620926,247.957794,49.415779
1494,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,1920.779022,1804.401093,1210.874557,1107.961960,294.838348,245.964355,47.358585
1495,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1950.903809,1714.341812,1303.512833,1084.089050,294.178192,227.508682,42.772133
1496,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1996.183105,1855.443130,1318.057587,1192.322159,293.473816,245.410309,44.991062
1497,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1570.933426,1912.299011,810.462433,1172.589584,320.520981,242.305344,50.608521
1498,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,2037.506134,1820.314270,1344.766098,1150.388321,315.952194,225.983154,45.748882
1499,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,1915.366180,1861.417770,1194.845215,1156.180161,299.639008,249.697952,47.998013
1500,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1586.768890,1803.993591,894.076111,1128.897675,303.257889,236.601685,45.959805
1501,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1608.010818,1917.513611,834.439560,1164.512527,323.921585,247.509094,51.555317
1502,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1867.962784,1715.841690,1240.708893,1103.848160,287.008133,232.210693,41.413280
1503,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1567.790131,1764.661804,897.962341,1110.054230,293.146973,239.393066,44.426723
1504,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1871.055511,1711.404678,1229.287872,1081.635696,277.465683,240.777924,42.564720
1505,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1592.236832,1912.501266,823.889648,1164.342239,318.075546,247.434830,51.201412
1506,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1623.603882,1987.984009,827.174957,1215.043106,335.234055,244.884781,53.110836
1507,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1874.450974,1700.340866,1239.325684,1076.650513,278.145355,243.080551,42.129482
1508,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1610.658829,1915.072052,830.114395,1155.964584,326.924286,244.630646,52.029701
1509,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1508.455185,1699.414810,866.893570,1070.127350,283.555847,238.356613,42.571754
1510,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1558.478760,1823.294968,826.827148,1105.065414,302.176254,250.483536,48.912361
1511,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1996.619675,1818.953156,1321.039505,1166.024017,313.412888,226.061447,44.556206
1512,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,1896.596191,1813.417572,1184.987122,1115.524216,297.011597,244.595047,47.448673
1513,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1947.932571,1727.141983,1287.422089,1081.636978,290.902679,234.822205,43.788845
1514,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1559.900620,1796.962479,869.735840,1126.015289,306.746201,232.646591,45.724129
1515,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1506.818970,1725.516586,866.346756,1096.886612,281.541779,241.842056,42.464470
1516,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,1937.310989,1885.584839,1210.627686,1178.113556,313.902344,239.711456,48.281452
1517,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1622.358521,1859.777084,896.082916,1158.662827,325.225067,230.254562,48.049896
1518,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1531.004410,1723.898804,867.036285,1072.783524,286.953873,244.185699,44.095974
1519,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2010.025665,1896.097778,1254.411194,1162.721283,325.431122,240.918457,50.241756
1520,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,1970.748550,1872.612015,1227.265579,1146.615021,309.327377,247.174072,49.564129
1521,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1600.543579,1915.059769,832.620697,1165.716171,315.102417,252.373520,51.221561
1522,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1507.901840,1734.354095,846.021667,1085.391632,283.047195,242.343643,43.957535
1523,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2083.300430,1933.297104,1316.347717,1192.757034,335.526932,239.185333,50.871780
1524,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,2098.865891,2029.527832,1305.273102,1264.795425,345.329788,239.129929,52.633865
1525,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1574.517288,1922.843079,801.226501,1167.670486,316.670624,257.395828,51.612873
1526,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1481.085007,1688.922470,824.437103,1045.259369,285.287979,241.889221,43.582108
1527,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,2007.318436,1823.387787,1324.884369,1162.674133,310.968414,230.493317,45.085426
1528,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,2060.774490,2008.749710,1276.529327,1253.866028,346.464783,230.755920,51.972607
1529,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1551.616714,1751.669128,876.217133,1090.423615,290.699203,244.204346,44.859901
1530,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,2243.433594,1990.240723,1484.389236,1249.784607,316.565964,252.738678,50.558544
1531,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1619.844513,1978.725327,836.892990,1218.583862,332.087845,251.538315,52.092880
1532,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1891.987625,1715.572861,1240.138626,1076.986420,286.304794,238.563690,43.226124
1533,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1614.552963,1896.404465,849.289978,1149.992584,317.685089,249.871216,51.021801
1534,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1962.844604,1737.522064,1312.447357,1105.441956,297.890289,228.259094,42.922501
1535,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1870.551773,1718.903992,1234.622482,1098.236313,285.403488,230.360428,42.006645
1536,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2148.646393,1990.552902,1358.766876,1232.280167,349.876389,227.075348,52.265461
1537,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1920.109222,1722.378616,1274.495987,1092.171906,286.689468,237.581070,42.658115
1538,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1919.728836,1741.260712,1265.551437,1102.118500,286.816818,240.782440,43.263863
1539,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,2069.033081,2006.354843,1300.293610,1264.507812,335.859665,241.365494,50.898777
1540,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1588.010666,1910.985123,824.311432,1165.229721,316.456879,250.890594,50.959606
1541,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,1968.626755,1863.675308,1230.843002,1144.774750,313.752106,240.494370,49.095493
1542,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1953.687164,1687.259872,1309.293579,1060.093643,292.381927,228.760651,42.541405
1543,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1696.928177,2107.681076,888.301819,1332.188446,358.093933,230.698959,53.523117
1544,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1580.772842,1769.363846,904.566071,1110.388809,298.476501,235.582825,44.791492
1545,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1592.762772,1927.627289,826.770782,1180.235123,320.377777,246.662567,51.103924
1546,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1659.716415,2124.347946,845.222427,1342.793915,364.032318,233.421524,53.991314
1547,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1527.688034,1735.960312,862.147125,1082.884109,290.005966,241.295822,44.259991
1548,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1896.634125,1747.254959,1241.421463,1106.628799,291.349854,236.150162,43.431458
1549,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1520.447983,1743.562927,856.368027,1092.350723,288.653397,241.369186,44.106304
1550,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1938.567276,1698.021225,1293.205429,1069.770752,296.296234,224.556808,42.643898
1551,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1533.138641,1749.077805,852.953293,1085.296936,298.074112,236.967148,45.101814
